,_id,consommation_energie,classe_consommation_energie,estimation_ges,surface_thermique_lot,classe_estimation_ges,annee_construction,tr002_type_batiment_description,code_insee_commune_actualise,geo_adresse,consommation_surface_ratio
401,Xb-7okpfEGB7sscqpKmgi,224.28,4.0,48.65,193.48,5.0,1850.0,Maison Individuelle,18189,l'Orgevaux 18110 Quantilly,1.1591895803183792
402,F_ohPYhc48a3b0bjzNOjF,385.0,6.0,18.0,99.0,3.0,1975.0,Maison Individuelle,19270,Route de Beyssac 19230 Troche,3.888888888888889
406,NmpWpoJdlG1CYSSu3yW6N,440.66,6.0,27.81,132.0,4.0,1970.0,Maison Individuelle,24386,Route du Moulin 24550 Saint-Cernin-de-l'Herm,3.3383333333333334
407,zKPjCFlGwprtnM6bYFDsl,294.0,5.0,16.0,40.95,3.0,1993.0,Logement,25200,Rue des Artisans 25870 Devecey,7.179487179487179
411,Z6fZSpMOrJCYGWTRKe6gq,225.56,4.0,9.77,119.0,2.0,2008.0,Maison Individuelle,29072,4 Rue du Ménez 29730 Guilvinec,1.8954621848739497
417,Iu6wsQu72VEL3VYUrhaGg,243.98,5.0,57.09,125.0,6.0,1940.0,Maison Individuelle,33199,5 Avenue de la Plage 33470 Gujan-Mestras,1.95184
421,bccxcNi6SsfJTCxlcIfer,245.72,5.0,6.11,87.0,2.0,1850.0,Maison Individuelle,37109,374 Quai des Bateliers 37230 Fondettes,2.824367816091954
422,m1LfUoUPmKXIsR6C4zxjz,399.0,6.0,99.0,115.0,7.0,1948.0,Maison Individuelle,38270,Lotissement le Mas de la Murette 38140 La Murette,3.4695652173913043
423,WUsk-KtWtQsemlYiQp-gT,288.0,5.0,67.0,70.0,6.0,1975.0,Logement,39198,38 Avenue Georges Pompidou 39100 Dole,4.114285714285714
425,qju_OIfZY8Wr9N7GAYdBl,200.64,4.0,60.19,164.67,6.0,1974.0,Maison Individuelle,41137,22 Route de la Grivelière 41150 Mesland,1.218436873747495
426,7sdIBeBo_cm2_Pf5YL6Pp,177.0,4.0,41.0,64.0,5.0,1947.0,Maison Individuelle,42300,Grande Rue 42460 Sevelinges,2.765625
429,QjY16KbKlYYck4nqQzlrl,173.0,4.0,40.0,121.0,5.0,1947.0,Maison Individuelle,45140,Rue des Ouches 45480 Outarville,1.4297520661157024
432,LKllIUgZJEj3r19uItHcA,484.0,7.0,145.0,83.0,7.0,1978.0,Maison Individuelle,48300,Chemin des Lombards Veigy-Foncenex,5.831325301204819
435,O8dMQb2_K4gd1XV30Ngxa,590.85,7.0,31.54,97.0,4.0,1967.0,Maison Individuelle,51050,Square de Tutzing (Parc) Bagnères-de-Bigorre,6.091237113402062
436,cWqiUiQV4xdDKgtpsKzsm,184.0,4.0,5.0,220.0,1.0,1947.0,Logement,52100,22 Rue de l’Eglise (Blaise) 52330 Colombey les Deux Églises,0.8363636363636363
442,_bJbgcxw8PZ5Zzu04-r1p,262.62,5.0,61.45,50.7,6.0,2000.0,Logement,58095,18 Rue Paul Bert 58300 Decize,5.179881656804733
444,pr8x_mo0aMuxWDvQuej_r,327.0,5.0,10.0,63.83,2.0,1.0,Maison Individuelle,60120,La Carriere Neuve 60290 Cambronne-lès-Clermont,5.122982923390255
446,ERy2MymGSvdIJ-giaZXR1,438.0,6.0,14.0,158.0,3.0,1947.0,Maison Individuelle,62160,Rue Léon Calon 62200 Boulogne-sur-Mer,2.7721518987341773
447,yUEs-uB-INxWxlt8Kn8Nc,699.89,7.0,133.05,96.12,7.0,1952.0,Maison Individuelle,63050,Rue des Moulins (bayard) 63570 Brassac-les-Mines,7.281419059508947
450,VfkZ8Bb7UR40_SzP5hzs4,352.32,6.0,21.75,125.5,4.0,1983.0,Maison Individuelle,66057,21 Carrer d'Avall 66820 Corneilla-de-Conflent,2.8073306772908366
458,K9QE5JUFWpVHZTCLMoStZ,466.0,7.0,25.0,41.58,4.0,1989.0,Logement,74310,Route de lacrevaz 74540 Viuz-la-Chiésaz,11.207311207311207
459,ccbkeF9x1NTtT5zbdx0t2,309.0,5.0,10.0,80.0,2.0,1.0,Logement,75012,Boulevard d'Auteuil 92100 Boulogne-Billancourt,3.8625
461,Iw15otQdQWwcFRZlhMXi6,104.95,3.0,1.62,54.0,1.0,1900.0,Logement,77078,Rue de Vaux 77260 Chamigny,1.9435185185185186
467,BsiEWmmYhl2t7dTL_8Jm5,504.0,7.0,30.0,63.0,4.0,1948.0,Maison Individuelle,83170,Chemin de la Foux Le Revest-les-Eaux,8.0
470,4HLRMDwOJZST-1EPR4f9F,448.6,6.0,22.65,78.85,4.0,1950.0,Maison Individuelle,86062,Rue de la Croix Blanche 86360 Chasseneuil-du-Poitou,5.689283449587825
471,4tJE_vxbxV9F1hMMfHwfM,225.13,4.0,10.49,122.5,2.0,2002.0,Maison Individuelle,87045,Route de Saint-junien 87520 Cieux,1.837795918367347
472,-MXUbfzNC6qNcUpw7fH9b,362.4,6.0,17.66,99.0,3.0,1981.0,Maison Individuelle,88087,207 Rue du Général de Gaulle 88000 Chantraine,3.66060606060606
475,A3PWcDioVGL2_AY7veMkE,340.35,6.0,79.64,98.5,6.0,1970.0,Maison Individuelle,91312,11 Rue de Palaiseau 91430 Igny,3.4553299492385787
477,v8aVrAeA5X0W1AsjEvYfK,238.69,5.0,55.85,81.0,5.0,1930.0,Maison Individuelle,93079,40 Rue Gabriel Péri 93430 Villetaneuse,2.94679012345679
478,5HsPXsG3dly1vAji3UkVv,492.84,7.0,29.14,55.81,4.0,1982.0,Logement,94073,12 Place du Marché 94320 Thiais,8.830675506181686
480,UXkSnka07HvNAlCfmQS47,221.0,4.0,32.0,170.0,4.0,1972.0,Maison Individuelle,01100,Chemin de Nivolet 01510 Cheignieu-la-Balme,1.3
482,ei9bzp09v6aHn2dD53Ab1,344.0,6.0,94.0,53.0,7.0,1947.0,Maison Individuelle,03130,Chemin du Fouraton 03360 Isle-et-Bardais,6.490566037735849
483,5IwuQuCUb1_6cZS1rOP9S,170.0,4.0,51.0,172.0,5.0,1966.0,Maison Individuelle,04244,Rue de la Coueste 04290 Volonne,0.9883720930232558
487,tJJxBdaAOq6ooMJPDZE2S,419.0,6.0,9.0,80.26,2.0,1947.0,Maison Individuelle,08430,Rue du Paquis 08390 Stonne,5.220533266882631
489,sRExK_h1IK32T00N3THlO,442.95,6.0,103.65,126.0,7.0,1949.0,Maison Individuelle,10362,73 Rue Louis Blanc 10300 Sainte-Savine,3.5154761904761904
490,KGBusq7U4L3gsK29OgdiQ,151.38,4.0,5.58,46.6,1.0,1982.0,Maison Individuelle,11202,38 Résidence Hameau des Pécheurs 11370 Leucate,3.248497854077253
491,a3mLvKheQE_5pxP3QI0tM,650.2,7.0,173.79,80.17,7.0,1974.0,Maison Individuelle,12076,Rue du Couvent 12320 Conques-en-Rouergue,8.110265685418486
492,bklkmBR573K2DEb4qhzL-,142.0,3.0,18.0,56.31,3.0,1948.0,Logement,13002,6 Rue des Moulins 13190 Allauch,2.5217545729000177
494,XoLIp3z7fpUXTWtTpGkXO,245.0,5.0,73.0,155.5,6.0,1960.0,Maison Individuelle,15092,Rue des Cayres 15270 Lanobre,1.5755627009646302
495,tRIsTMXJp4AhvMFDwJUAu,29.62,1.0,6.93,87.5,2.0,2006.0,Maison Individuelle,16015,Hameau des Rossignols 16000 Angoulême,0.3385142857142857
497,LlQ8SNjbcjutqtGASgFo9,165.11,4.0,9.48,300.85,2.0,1980.0,Maison Individuelle,18150,Chemin des Assis 18100 Méry-sur-Cher,0.5488117001828153
500,fF1-t7dOZSgQHK_5OIOgS,335.87,6.0,21.29,126.0,4.0,1940.0,Maison Individuelle,22020,La Marais 22250 Broons,2.6656349206349206
503,Uh0EAILi2BOIWwZ7EuyKI,301.0,5.0,15.0,131.8,3.0,1978.0,Maison Individuelle,25550,17 Grande Rue 25510 La Sommette,2.283763277693475
505,WBEtH6uOcn2EQHgTpXf6O,118.4,3.0,27.7,106.0,4.0,2008.0,Maison Individuelle,27022,14 Rue de Verdun 27940 Le Val d'Hazey,1.1169811320754717
507,3qjoPRQcdYJxXk1mTQXF8,208.0,4.0,48.67,77.15,5.0,1966.0,Logement,29232,8 Rue de Creac'h Al Lan 29000 Quimper,2.696046662346079
509,p1RVie3JgF13frM921Tx2,264.46,5.0,11.81,28.25,3.0,1982.0,Logement,20033,Résidence Sainte-Lucie 20200 Bastia,9.36141592920354
512,8YDH67Q93Lws94yH_K0W6,208.37,4.0,10.65,100.0,2.0,1985.0,Maison Individuelle,32001,Impasse des Ecoles 32290 Aignan,2.0837
513,mT5HyMP7ChPPzV0qezZ3V,207.68,4.0,48.6,86.94,5.0,1968.0,Logement,33318,1 Rue Armand Calmon 33600 Pessac,2.388773867034737
514,3QkU-Fp2kHOCr0HJPHVya,140.77,3.0,5.51,119.0,1.0,2008.0,Maison Individuelle,34090,7 Avenue Monteroni d’Arbia 34920 Le Crès,1.1829411764705884
517,44-0ZjzMIOInbxM8887pu,180.78,4.0,44.37,76.29,5.0,1968.0,Logement,37122,16 Rue Jacques Poirrier 37300 Joué-lès-Tours,2.3696421549351157
520,6Y2xyW2epSwzhOMh-x4uV,358.0,6.0,4.0,83.0,1.0,1948.0,Maison Individuelle,40240,Route de Classun 40270 Renung,4.313253012048193
521,E6kpgogljk2wCkluc7pBH,296.34,5.0,14.4,111.6,3.0,1985.0,Maison Individuelle,41267,9 Rue de la Carte 41400 Vallières-les-Grandes,2.6553763440860214
524,84vfwvqFXyaLVvcRZ_QuB,213.02,4.0,8.69,47.4,2.0,2004.0,Logement,44162,7 Rue Suzanne Lenglen 44800 Saint-Herblain,4.49409282700422
531,RF_zVF9Rw5mP0RQw2GaUm,269.24,5.0,15.56,2591.0,3.0,1991.0,Bâtiment collectif à usage principal d'habitation,51454,145 rue de Courlancy 51100 Reims,0.10391354689309147
532,jgtT3lgXtAi-uClTVJsVH,429.44,6.0,107.19,103.2,7.0,1969.0,Maison Individuelle,52088,Rue de la Vigne 52220 Ceffonds,4.1612403100775195
534,qaq4v67bxnGNmVIc2hNga,565.0,7.0,30.0,85.5,4.0,1948.0,Maison Individuelle,54120,14 Rue du Han 54113 Charmes-la-Côte,6.608187134502924
536,PDId2Pwdb6TQYIcq1m5Bx,245.16,5.0,13.21,99.62,3.0,1984.0,Maison Individuelle,56063,3 Impasse des Bruyères 56530 Gestel,2.4609516161413367
537,iQFeBJe_m8MSwewELCOxz,254.5,5.0,59.78,143.7,6.0,1964.0,Maison Individuelle,57008,12 Rue de la Côte 57380 Adelange,1.7710508002783578
538,lIxkFkMIj25Awph1WHWB_,124.03,3.0,29.02,140.0,4.0,2008.0,Maison Individuelle,58160,21 Impasse du Caillat 58180 Marzy,0.8859285714285714
540,mfi1jEHo4dFT1mQvslexa,329.0,5.0,20.0,150.0,3.0,1948.0,Maison Individuelle,60190,Rue de la Foret 60620 Cuvergnon,2.1933333333333334
543,SK12_uhUO60U2Fw-gc71E,356.0,6.0,21.0,80.0,4.0,2001.0,Maison Individuelle,63460,5 rue des Ecoles 63380 Villossanges,4.45
545,h_UXLDjZAb6MJTTP1mnG-,202.29,4.0,41.68,50.66,5.0,1900.0,Logement,65002,1 chemin des Arpens 65100 Adé,3.993091196210028
547,VoH1EL9fTYAIOCLQiQmNd,293.64,5.0,46.81,189.5,5.0,1974.0,Maison Individuelle,67073,2 Vieux Chemin de Selestat 67730 Châtenois,1.549551451187335
549,z-wTkL4TkB0w6qPbu7yrc,166.81,4.0,39.03,76.08,5.0,1960.0,Logement,69199,1 Allée de Nice 69190 Saint-Fons,2.192560462670873
550,LFcpngNZII4MdZ1HBU9yH,226.21,4.0,10.44,115.0,2.0,2006.0,Maison Individuelle,70245,3 Les Chavannes 70220 Fougerolles-Saint-Valbert,1.9670434782608697
553,Ir-sSFxi4vIvkxVY_gKp0,347.26,6.0,81.26,70.0,7.0,1850.0,Maison Individuelle,73008,34 Chemin de saint-simond 73100 Aix-les-Bains,4.960857142857143
554,Y0iBKd57bIANrFYUjxTP7,430.0,6.0,27.0,101.45,4.0,1976.0,Maison Individuelle,74140,Route des Molliets 74420 Habère-Poche,4.238541153277477
555,SIlLDPHgoxP3JM6ccEmEZ,188.83,4.0,6.14,38.9,2.0,1850.0,Logement,75112,55 Rue Traversière 75012 Paris,4.854241645244216
557,CRQ0S-1ixMOpRUO-6OcVQ,309.98,5.0,72.53,68.5,6.0,1955.0,Maison Individuelle,77002,9 Rue Georges Renard 77120 Amillis,4.525255474452555
559,0LuexYrmIuqgKEGaxRuLl,72.22,2.0,19.79,58.5,3.0,1947.0,Maison Individuelle,79049,5 Impasse du Veudet 79300 Bressuire,1.2345299145299145
562,TfpsicwS8H2lMVhg6zOrF,233.0,5.0,11.0,90.0,3.0,2006.0,Maison Individuelle,82170,Route de Teulieres 82400 Saint-Paul-d'Espis,2.588888888888889
566,kCx1Bo5sXpRr45srWvPPP,321.0,5.0,75.0,43.0,6.0,1948.0,Logement,86500,Avenue du Général de Gaulle (Pont) Colmar,7.465116279069767
571,Qgc8tLgQIYfv1m6NHKXRk,348.0,6.0,18.0,40.74,3.0,2006.0,Logement,91600,3 Avenue des Sources 91450 Soisy-sur-Seine,8.541973490427099
572,cSQAuFn_-6h1ISGL0OzjK,180.11,4.0,8.6,129.51,2.0,2000.0,Logement,92012,15 Rue de Seine 92100 Boulogne-Billancourt,1.3907034205852833
573,KjlcOo_fQqkhCBIJXBo4l,238.69,5.0,55.85,81.0,5.0,1930.0,Maison Individuelle,93079,40 Rue Gabriel Péri 93430 Villetaneuse,2.94679012345679
579,S-2ERQOc5ah9MC1NCHw6E,211.0,4.0,12.0,121.0,3.0,2006.0,Maison Individuelle,04230,75 Rue des Chabrands 04210 Valensole,1.743801652892562
580,yi_XjGuwNq8S5N8FjoKTm,932.0,7.0,60.0,41.2,6.0,1948.0,Logement,05160,Montée des Ribettes 05300 Salérans,22.62135922330097
583,MUn7NQAvOZYXAOXastyi4,451.16,7.0,10.1,71.0,2.0,1900.0,Maison Individuelle,08105,4 Boulevard de Chatillon 08000 Charleville-Mézières,6.354366197183099
585,OQAeoNyCYwJ0leCAZ55Hv,417.57,6.0,24.06,75.6,4.0,1975.0,Maison Individuelle,10349,5 Rue Claude Debussy 10180 Saint-Lyé,5.523412698412699
588,40fevN7tSpFNalQOESYQV,433.0,6.0,24.0,24.98,4.0,1948.0,Logement,13005,Traverse des Coquieres 13400 Aubagne,17.33386709367494
591,MdWtPnNkf0oXN6IS-coX1,30.38,1.0,7.11,87.5,2.0,2006.0,Maison Individuelle,16015,Hameau des Rossignols 16000 Angoulême,0.3472
602,EyBMpU65RzozLf4oT7SX6,256.0,5.0,12.0,120.0,3.0,1989.0,Maison Individuelle,28210,Ruelle des Tacherons 28310 Levesville-la-Chenard,2.1333333333333333
604,94805nfnNrJQYuK8CIFxS,145.0,3.0,6.0,166.22,2.0,2004.0,Maison Individuelle,20167,Campo Communo 20214 Montegrosso,0.872337865479485
607,J11iEkeiC3_kP3i0cqz66,177.0,4.0,9.0,70.66,2.0,2001.0,Logement,31200,6 Rue Principale 31510 Frontignan-de-Comminges,2.5049532974808946
608,8F4Wl8KGrCGZ0_OxxiDvJ,208.37,4.0,10.65,100.0,2.0,1985.0,Maison Individuelle,32001,Impasse des Ecoles 32290 Aignan,2.0837
610,uAUjVVDzGtLh1rWwLDPfj,315.86,5.0,15.33,102.0,3.0,1988.0,Maison Individuelle,34198,5 Place Jean Moulin 34470 Pérols,3.0966666666666667
614,l89zAEzGCpxzRX8wX1vyi,183.0,4.0,41.0,130.0,5.0,1948.0,Maison Individuelle,38200,Chemin de Châteauneuf 38560 Jarrie,1.4076923076923078
615,WQbJcBLt_2_cODXGiBv0t,380.64,6.0,23.73,120.0,4.0,1980.0,Maison Individuelle,39198,29 Rue Prince de Condé 39100 Dole,3.1719999999999997
617,y0vycEabX0a8-7aZCmyJ7,105.48,3.0,4.52,166.0,1.0,2011.0,Maison Individuelle,41084,Chemin Vert 41300 La Ferté-Imbault,0.635421686746988
618,s0oveSK6-0iHBkSi2T1ZS,149.0,3.0,26.0,89.5,4.0,2006.0,Maison Individuelle,42155,Lotissement les Sapins 42510 Nervieux,1.664804469273743
619,C2JatCh7-OkJYrRIU9XDF,143.0,3.0,33.0,86.0,4.0,1948.0,Logement,43120,22 Avenue de la Gare 43410 Lempdes-sur-Allagnon,1.6627906976744187
628,7phBxK_QmqfyzQplALo31,118.0,3.0,32.0,121.34,4.0,2006.0,Maison Individuelle,52110,Rue du Moulin 52110 Charmes-la-Grande,0.9724740398879183
629,kKOGmvhZ7XZU65t4UsKso,484.41,7.0,28.81,68.06,4.0,1974.0,Maison Individuelle,53064,Montaudin 53100 Châtillon-sur-Colmont,7.117396414928005
634,EjRfhVUtSpwIDpieeQnkj,148.17,3.0,34.67,94.45,4.0,2006.0,Maison Individuelle,58087,14 Route de Decize 58300 Cossaye,1.5687665431445208
636,5zvWvtjKCvWGz_bMb_s2I,226.0,4.0,7.0,89.1,2.0,1.0,Maison Individuelle,60360,Rue de Rieux 60140 Liancourt,2.536475869809203
640,VcG_JtI2yoUGAplcMhsh4,230.0,4.0,53.0,115.0,5.0,1960.0,Maison Individuelle,64370,6 Route de Buros 64160 Maucor,2.0
642,7FOZBaBtp4TpBB2NXzbEj,686.16,7.0,8.92,33.5,2.0,1990.0,Maison Individuelle,66010,Cabrils 66360 Ayguatébia-Talau,20.482388059701492
649,TK33vM3OSFMv3yomYM37H,414.71,6.0,20.87,98.12,3.0,1985.0,Maison Individuelle,73008,Chemin de blanche pierre 73100 Aix-les-Bains,4.226559315124337
650,JhFMB4_TAMWSxeS7_EB7r,221.0,4.0,47.0,114.75,5.0,1996.0,Maison Individuelle,74140,Route de Ramble 74420 Habère-Poche,1.9259259259259258
651,GLGs96yDMOe0T7CTb64UU,572.25,7.0,16.2,24.0,3.0,1920.0,Logement,75056,11 Rue Vicq d'Azir 75010 Paris,23.84375
653,sx7H_F8Rd756b4K5Fa-BM,140.0,3.0,32.0,86.4,4.0,1989.0,Maison Individuelle,77290,18 Grande Rue 77730 Méry-sur-Marne,1.6203703703703702
655,udR3NnbxclfO5XdxpSa6J,255.7,5.0,10.31,88.85,2.0,1949.0,Maison Individuelle,79049,74 Rue de Boisme 79300 Bressuire,2.8778840742824987
656,UEeRWCPRzMewf4MS4-qgs,424.0,6.0,87.0,105.42,7.0,1948.0,Maison Individuelle,80410,Rue Anatole France 80400 Ham,4.022007209258205
664,Hm_a4gbdPuvZYCUW_U3rN,329.88,5.0,70.18,83.43,6.0,1949.0,Maison Individuelle,88383,1 Rue du Point du Jour 88200 Remiremont,3.953973390866594
669,C0G6y5x1-hTwKeCO57ESO,238.69,5.0,55.85,81.0,5.0,1930.0,Maison Individuelle,93079,40 Rue Gabriel Péri 93430 Villetaneuse,2.94679012345679
670,g-1qki6JlM8LAegZTUNX0,382.36,6.0,2326.33,57.8,7.0,1963.0,Logement,94028,1 Rue Francis Picabia 94000 Créteil,6.61522491349481
671,D4TJEn-Vc40o_jEXweyxe,229.34,4.0,10.14,53.0,2.0,1998.0,Logement,95585,19 Rue des Bauves 95200 Sarcelles,4.327169811320755
676,k6EbuYfkcltmMs4vWZN6m,203.0,4.0,5.0,108.0,1.0,1947.0,Maison Individuelle,05120,Rue Saint Sébastien 05460 Abriès-Ristolas,1.8796296296296295
679,s26ih4QQm18Tr8FWwVXi-,196.0,4.0,10.0,133.2,2.0,2008.0,Maison Individuelle,08160,Rue des Etoupes 08090 Évigny,1.4714714714714716
682,zvcAXmfBOfS2tnM_DwLAk,183.0,4.0,8.0,35.0,2.0,1994.0,Maison Individuelle,11430,12 Route de Fendeille 11400 Villeneuve-la-Comptal,5.228571428571429
687,DSiVm0jfEcwbdQhI4XkUU,34.88,1.0,8.16,73.5,2.0,2006.0,Maison Individuelle,16015,Hameau des Rossignols 16000 Angoulême,0.4745578231292517
688,P3UvH9GWp0xo48Dtluwae,324.23,5.0,16.11,31.25,3.0,1970.0,Logement,17306,92 Avenue de Pontaillac 17200 Royan,10.37536
691,DnPeLYXfJfJhlnrgapVVR,137.0,3.0,32.0,105.0,4.0,2001.0,Maison Individuelle,21470,Rue de Busseaut 21510 Origny,1.3047619047619048
693,EhSSNSjQko5E7_y-VYGay,375.33,6.0,102.1,144.41,7.0,1966.0,Maison Individuelle,23047,9 La Chaise 23240 Chamborand,2.5990582369641992
697,YWsieOSuPU0JmD9qum2tu,245.88,5.0,55.71,134.0,5.0,1982.0,Maison Individuelle,27022,3 Rue Emile Laguette 27940 Le Val d'Hazey,1.8349253731343282
700,o5uPwuIMLUUWaqrVajQKo,531.79,7.0,29.07,29.2,4.0,1974.0,Logement,2A130,residence terra bella 2 20128 Grosseto-Prugna,18.211986301369862
704,i2_Lsap3vddZhcmFW7adz,208.37,4.0,10.65,100.0,2.0,1985.0,Maison Individuelle,32001,Impasse des Ecoles 32290 Aignan,2.0837
705,jREakoYnhSgTkO6-A5HK1,110.23,3.0,25.79,222.0,4.0,1975.0,Maison Individuelle,33063,15 Rue du Professeur Moreau 33200 Bordeaux,0.49653153153153157
706,wAECC-MxrlR8n5stw2JPc,574.98,7.0,31.49,18.0,4.0,1974.0,Logement,34172,280 Rue Adrien Proby 34090 Montpellier,31.943333333333335
709,PRh3aK8v_b0Qrg7nyHseN,234.0,5.0,7.0,35.0,2.0,1947.0,Maison Individuelle,37210,11 Route du Chatelier 37500 Saint-Benoît-la-Forêt,6.685714285714286
710,0OLbjXSPgrIoPVQeustzt,301.0,5.0,16.0,68.19,3.0,1989.0,Logement,38550,Ruelle de la Chance 38114 Villard-Reculas,4.414136970230239
712,paOu3PBr72nnKpP2Bju9j,211.0,4.0,3.0,110.0,1.0,1989.0,Maison Individuelle,40248,35 Allée des Platanes 40390 Saint-André-de-Seignanx,1.9181818181818182
713,0We-nDdgvHnuPS8uoFQH9,257.68,5.0,14.24,124.0,3.0,2000.0,Maison Individuelle,41084,Rue du Gué 41300 La Ferté-Imbault,2.0780645161290323
716,Caszn2p_CdECSHlbrM4wS,213.24,4.0,8.6,46.0,2.0,2011.0,Logement,44047,6 Rue Henri Gautier 44220 Couëron,4.635652173913043
721,Cb4xTnE5ENQ3NVhweBSCb,215.98,4.0,12.0,140.0,3.0,1999.0,Maison Individuelle,49007,2 Rue du Hanipet 49100 Angers,1.5427142857142857
724,RToMUGNRB8uozaXxm96sH,140.0,3.0,4.0,97.0,1.0,1978.0,Maison Individuelle,52100,Rue de la Grande Fontaine 52330 Colombey les Deux Églises,1.443298969072165
725,EiaLcXxcxM4SG4yvZBtVr,150.04,3.0,4.89,255.22,1.0,1948.0,Maison Individuelle,53146,18 Rue Vénus 53470 Martigné-sur-Mayenne,0.5878849619935741
726,GlRMkG_n-xP4VhqezXfxK,211.0,4.0,10.0,105.0,2.0,1978.0,Maison Individuelle,54113,Rue de l'Eglise 54280 Champenoux,2.0095238095238095
727,CuKFo2qe0c0Ij-1_N2_Kr,283.0,5.0,16.0,124.55,3.0,2009.0,Maison Individuelle,55230,10 Rue du Four 55110 Vilosnes-Haraumont,2.272179847450823
729,ixnyVCWW1W7Vp_3bh6zC8,258.48,5.0,60.48,280.0,6.0,1982.0,Maison Individuelle,57274,3 Rue du Stade 57880 Guerting,0.9231428571428572
730,tggtk0pTJhOc-R3Fux18P,439.0,6.0,105.47,72.0,7.0,1974.0,Maison Individuelle,58250,29 Route de la Machine 58300 Saint-Léger-des-Vignes,6.097222222222222
732,us7G3f6X2tNclrMt8P2Ci,205.0,4.0,6.0,103.29,2.0,1.0,Maison Individuelle,60112,Rue du Sac 60130 Brunvillers-la-Motte,1.9847032626585341
734,lEgHl-qRXpF2noX5-8Hlx,251.0,5.0,8.0,71.11,2.0,1.0,Maison Individuelle,62870,Route de Berck 62170 Wailly-Beaucamp,3.5297426522289412
737,NPyi0ynnOowNymNvQH6e2,249.0,5.0,58.0,104.0,6.0,1975.0,Maison Individuelle,65140,Impasse Marguerite 65590 Cazaux-Debat,2.394230769230769
738,ry9VkGRkWH70oL1F7Ovfi,145.35,3.0,4.16,100.0,1.0,2001.0,Maison Individuelle,66145,7 Avenue des Raisins 66300 Ponteilla,1.4535
746,Hq7jSZVT0kTF4BG1kxIIa,201.0,4.0,55.0,124.75,5.0,1997.0,Maison Individuelle,74200,Route de grande rive 74500 Neuvecelle,1.6112224448897796
749,zN50Bu7LJBoUP8k8kScbO,163.0,4.0,38.0,86.4,5.0,1989.0,Maison Individuelle,77290,18 Grande Rue 77730 Méry-sur-Marne,1.886574074074074
750,B89-pnt4g4DX_TD-gDDeU,222.0,4.0,66.0,75.5,6.0,1947.0,Logement,78600,Rue des Rossignols 91450 Soisy-sur-Seine,2.9403973509933774
751,EDt-qO0nWYx-uBRdoJkcW,109.82,3.0,25.7,125.55,4.0,2003.0,Maison Individuelle,79195,3 Passage Anne Jamin 79250 Nueil-les-Aubiers,0.8747112704101951
760,fFZC3GwbX7UWKTpRB4jS6,336.42,6.0,17.47,58.0,3.0,1997.0,Logement,88196,11 Rue du Lac 88400 Gérardmer,5.8003448275862075
762,uV_2wgjMsbOgd04ugEuGh,137.68,3.0,32.22,109.0,4.0,1978.0,Logement,90010,14 Rue du Magasin 90000 Belfort,1.2631192660550459
764,n9nKWowIHikU-F3xRExY9,309.34,5.0,72.39,64.35,6.0,1974.0,Logement,92012,21 Quai Alphonse Le Gallo 92100 Boulogne-Billancourt,4.807148407148407
766,8AnfBqod7l7YUFOLrR45C,382.36,6.0,2326.33,57.8,7.0,1963.0,Logement,94028,1 Rue Francis Picabia 94000 Créteil,6.61522491349481
768,UhMxzza1hsUo0syBh9DxH,507.0,7.0,30.0,70.78,4.0,1960.0,Maison Individuelle,01450,552 Rue Royale 01800 Villieu-Loyes-Mollon,7.163040406894603
775,QIxpA-tB7wjaZNKel_mhC,306.51,5.0,47.88,52.0,5.0,1947.0,Logement,08105,72bis Avenue Forest 08000 Charleville-Mézières,5.8944230769230765
776,mUKNsuYxMri5vpsJGGuSP,234.0,5.0,54.0,90.0,5.0,1948.0,Maison Individuelle,09000,Chemin de Pont l'Echo Rethondes,2.6
777,6mPAkJr-UZ8w5CQA4Qin-,176.6,4.0,52.98,155.0,5.0,1998.0,Maison Individuelle,10414,2 Impasse de la Benoise 10350 Villeloup,1.1393548387096775
781,NFNJKo15nqa3D2T7uVJV2,199.0,4.0,6.0,105.47,2.0,1.0,Maison Individuelle,14600,Chemin du Bois de Canon 14270 Mézidon Vallée d'Auge,1.8867924528301887
782,U0iECCtDu3jC1CdPWyQA4,428.25,6.0,11.15,118.0,3.0,1900.0,Maison Individuelle,15002,les buges -languiroux 15100 Alleuze,3.6292372881355934
783,6AR7tqcPx7Ii12lt5UAWQ,34.84,1.0,8.15,73.5,2.0,2006.0,Maison Individuelle,16015,Hameau des Rossignols 16000 Angoulême,0.4740136054421769
784,prbf97AmO6mWg5aYc1Mi5,301.75,5.0,14.03,26.04,3.0,1980.0,Logement,17380,Rue Marcel Vallet 17420 Saint-Palais-sur-Mer,11.58794162826421
789,FbgHoXXlUTUY5v7y4EHwN,295.09,5.0,88.52,92.91,7.0,1946.0,Maison Individuelle,23025,8 Rue de la Fouine 23220 Bonnat,3.176084382735981
791,qtoYvfQNEL5sjXBd1seRR,228.0,4.0,53.0,67.09,5.0,1994.0,Logement,25000,Chemin des Mottes Bouzy-la-Forêt,3.398420032791772
793,htn5q_7JWsu-0IxLQRt3R,229.53,4.0,194.3,69.6,7.0,1900.0,Maison Individuelle,27183,12 Rue Jacques Hotteterre 27750 La Couture-Boussey,3.297844827586207
794,ChGnMirNd89qPiyV5XHYM,229.0,4.0,10.0,115.0,2.0,1996.0,Maison Individuelle,28320,Rue du Bourguignon 28150 Les Villages Vovéens,1.991304347826087
